inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
-3.493419672282491867e-02 4.926246253177511691e-02 3.132876054377475294e-01 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 8.500000000000000611e-02 -2.509775728626583713e-01 3.198581969218414200e-02 2.000000000000000042e-02 0.000000000000000000e+00 -0.000000000000000000e+00 1.570796326794896336e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000111e-01 2.000000000000000042e-02
-3.493558223969705362e-02 4.929951721224794248e-02 3.132809795180263590e-01 -1.088101366690384589e-05 2.905011989756611725e-04 -5.190479806994442936e-05 8.500000000000000611e-02 -2.509775728626583713e-01 3.198581969218414200e-02 1.176459172453733423e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 1.570796326794896336e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.920259799344472107e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000111e-01 2.000000000000000042e-02
-3.493792635323935553e-02 4.931851019310321688e-02 3.132865929406595806e-01 -1.803169706686495090e-05 1.397736067379471206e-04 4.537118120210342824e-05 8.500000000000000611e-02 -2.511846109936688998e-01 3.155302795083978623e-02 1.171700739537130317e-02 -1.769229873593265723e-02 -3.695983957700448713e-02 1.571115015383815816e+00 -2.613359526838107856e-03 -7.904065954940147840e-03 3.153373921879577130e-03 6.746171787122046126e-01 -2.230298067851108901e-01 4.803386643033098378e-05 0.000000000000000000e+00 -2.000000000000000111e-01 2.000000000000000042e-02
-3.494081224981331751e-02 4.932937266007605959e-02 3.132961731237384195e-01 -2.222828173967651865e-05 8.160875607028829489e-05 7.429118664592779589e-05 8.500000000000000611e-02 -2.511091356708683442e-01 3.171503910952294669e-02 1.170228749528712080e-02 -1.124246726098784149e-02 -2.314494472897186614e-02 1.570928178874418046e+00 4.096070878365783152e-03 8.432652527962738315e-03 -6.598535560826852830e-04 -7.198874832784478706e-01 3.496716478018438434e-01 1.738075306607354310e-06 0.000000000000000000e+00 -2.000000000000000111e-01 2.000000000000000042e-02
-3.494396555125056647e-02 4.933683785206751521e-02 3.133069666733890868e-01 -2.426922111687262565e-05 5.675167671167087705e-05 8.317940840619072681e-05 8.500000000000000611e-02 -2.509811494234703844e-01 3.197779064420559064e-02 1.167910006606618679e-02 -2.940539845669300580e-04 -6.799105673000317533e-04 1.570796658010414903e+00 -2.189066016402414511e-03 -4.584205662416597320e-03 1.702327509138477912e-04 3.920566916526724843e-01 -1.871994511588297161e-01 -5.863095339529673716e-05 0.000000000000000000e+00 -2.000000000000000111e-01 2.000000000000000042e-02
-3.494724297176494271e-02 4.934287738476176438e-02 3.133181319455533576e-01 -2.521231538051156416e-05 4.626145678029111200e-05 8.589896836678089680e-05 8.500000000000000611e-02 -2.510154567183902063e-01 3.190732938533579616e-02 1.168592611871576044e-02 -3.226897053083193929e-03 -6.693241104163313339e-03 1.570799801068041512e+00 3.427706605877444985e-04 6.991429478682687198e-04 -6.656381432072755455e-05 -6.008079877605590480e-02 2.933108040683789219e-02 -1.820252692318288269e-04 0.000000000000000000e+00 -2.000000000000000111e-01 2.000000000000000042e-02
-3.495057597882298556e-02 4.934831993889336743e-02 3.133294100665452997e-01 -2.563376290956858117e-05 4.186026484530876548e-05 8.672097896838271429e-05 8.500000000000000611e-02 -2.509779203947790083e-01 3.198422536736107713e-02 1.167840786124612305e-02 -1.713431515000093312e-05 -1.119896784838936895e-04 1.570785862560327040e+00 4.938682783679952215e-05 9.598498403040180778e-05 -9.066598597083641575e-06 -7.807322663397066667e-03 3.928486506571154946e-03 1.619460141341371362e-04 0.000000000000000000e+00 -2.000000000000000111e-01 2.000000000000000042e-02
-3.495393333471916164e-02 4.935351311932156815e-02 3.133407216142322094e-01 -2.581814265386269354e-05 4.002023808743077884e-05 8.696251498452377358e-05 8.500000000000000611e-02 -2.509778259337661077e-01 3.198427239922608384e-02 1.167840060654740109e-02 -1.883069972952278889e-05 -1.181154317735122380e-04 1.570787521855871560e+00 -1.144350862040725612e-06 -5.496514307182441721e-06 6.050076100522217004e-07 7.268314095319481152e-04 -3.450927098453402449e-04 4.194065049591529987e-05 0.000000000000000000e+00 -2.000000000000000111e-01 2.000000000000000042e-02
-3.495730121977693589e-02 4.935860231171827067e-02 3.133520423991447701e-01 -2.589781388176594679e-05 3.925257238638988889e-05 8.702818555180694571e-05 8.500000000000000611e-02 -2.509777159817969117e-01 3.198437846212694863e-02 1.167839695060637201e-02 -1.920917099773776439e-05 -1.191984214778504705e-04 1.570789182260569516e+00 -9.519876184215396361e-07 -4.945898127317827970e-06 7.640007203615906128e-07 6.797090516546181035e-04 -3.286209687014113030e-04 4.193845847966525448e-05 0.000000000000000000e+00 -2.000000000000000111e-01 2.000000000000000042e-02
