inf inf inf inf
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -1.000000000000000000e+00
-2.000000000000000111e-01 -1.769206225872039726e-02 -0.000000000000000000e+00 -1.000000000000000000e+00
-2.000000000000000111e-01 -1.986369490623474121e-02 -0.000000000000000000e+00 -1.000000000000000000e+00
-2.000000000000000111e-01 -2.854380011558532715e-02 -0.000000000000000000e+00 -1.000000000000000000e+00
-2.000000000000000111e-01 -3.288706839084625660e-02 -0.000000000000000000e+00 -1.000000000000000000e+00
-2.000000000000000111e-01 -3.288706839084625660e-02 -0.000000000000000000e+00 -1.000000000000000000e+00
-2.000000000000000111e-01 -3.288706839084625660e-02 -0.000000000000000000e+00 -1.000000000000000000e+00
-2.000000000000000111e-01 -3.288706839084625660e-02 -0.000000000000000000e+00 -1.000000000000000000e+00
-2.000000000000000111e-01 -3.722390830516815463e-02 -0.000000000000000000e+00 -1.000000000000000000e+00
-2.000000000000000111e-01 -3.939554095268249512e-02 -3.070901036262512276e-02 -1.000000000000000000e+00
-2.000000000000000111e-01 -3.939554095268249512e-02 -1.479129314422607533e-01 -1.000000000000000000e+00
-2.000000000000000111e-01 -3.722390830516815463e-02 -1.609363079071045033e-01 -1.000000000000000000e+00
-2.000000000000000111e-01 -3.722390830516815463e-02 -1.609363079071045033e-01 -1.000000000000000000e+00
-2.000000000000000111e-01 -3.722390830516815463e-02 -1.609363079071045033e-01 -1.000000000000000000e+00
-2.000000000000000111e-01 -3.722390830516815463e-02 -1.609363079071045033e-01 -1.000000000000000000e+00
-2.000000000000000111e-01 -3.722390830516815463e-02 -1.609363079071045033e-01 -1.000000000000000000e+00
-2.000000000000000111e-01 -2.637216746807098666e-02 -1.609363079071045033e-01 -1.000000000000000000e+00
-2.000000000000000111e-01 -2.203532755374908517e-02 -1.609363079071045033e-01 -1.000000000000000000e+00
-2.000000000000000111e-01 -1.118358820676803624e-02 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.522626280784606934e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.479193568229675293e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.479193568229675293e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.327243566513061634e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.175357699394226074e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.175357699394226074e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.197009801864624134e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.175357699394226074e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.175357699394226074e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.197009801864624134e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.175357699394226074e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.197009801864624134e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.175357699394226074e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.175357699394226074e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.175357699394226074e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.175357699394226074e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.197009801864624134e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-1.197009801864624134e-01 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
-4.156717360019684254e-02 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -1.609363079071045033e-01 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -1.392328262329101674e-01 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 1.000000000000000000e+00
